Image file,Medium,Museum,Museum-based instance ID,Subset,Width,Height,Product size,Aspect ratio
209323.jpg,Bronze,Metropolitan Museum of Art,1998.323,train,2048.0,2048.0,4194304.0,1.0
257695.jpg,Bronze,Metropolitan Museum of Art,21.88.98,train,1965.0,1474.0,2896410.0,1.3331
5071.jpg,Bronze,Metropolitan Museum of Art,83.2.399,train,2431.0,2299.0,5588869.0,1.0574
468244.jpg,Bronze,Metropolitan Museum of Art,47.107.2,train,1491.0,2342.0,3491922.0,0.6366
34148.jpg,Bronze,Metropolitan Museum of Art,29.158.418,train,4000.0,3200.0,12800000.0,1.25
61409.jpg,Bronze,Metropolitan Museum of Art,25.218,train,672.0,700.0,470400.0,0.96
246278.jpg,Bronze,Metropolitan Museum of Art,96.9.244,train,1936.0,1936.0,3748096.0,1.0
246397.jpg,Bronze,Metropolitan Museum of Art,96.9.387,train,1712.0,1968.0,3369216.0,0.8699
776257.jpg,Bronze,Metropolitan Museum of Art,2011.604.21.7,train,1038.0,1082.0,1123116.0,0.9593
39150.jpg,Bronze,Metropolitan Museum of Art,2015.500.4.24,train,2300.0,4000.0,9200000.0,0.575
544004.jpg,Bronze,Metropolitan Museum of Art,22.3.189,train,571.0,961.0,548731.0,0.5942
38933.jpg,Bronze,Metropolitan Museum of Art,1979.513,train,2911.0,3880.0,11294680.0,0.7503
59033.jpg,Bronze,Metropolitan Museum of Art,2001.433.326,train,2000.0,1484.0,2968000.0,1.3477
248323.jpg,Bronze,Metropolitan Museum of Art,10.210.35,train,2335.0,4000.0,9340000.0,0.5837
244275.jpg,Bronze,Metropolitan Museum of Art,74.51.5396,train,680.0,619.0,420920.0,1.0985
326217.jpg,Bronze,Metropolitan Museum of Art,1976.233.45,train,731.0,800.0,584800.0,0.9137
230976.jpg,Bronze,Metropolitan Museum of Art,2003.492.2,train,1579.0,1536.0,2425344.0,1.028
61322.jpg,Bronze,Metropolitan Museum of Art,1985.214.4,train,3000.0,4000.0,12000000.0,0.75
325109.jpg,Bronze,Metropolitan Museum of Art,61.60.16,train,800.0,745.0,596000.0,1.0738
248012.jpg,Bronze,Metropolitan Museum of Art,08.2.4,train,4000.0,4000.0,16000000.0,1.0
568385.jpg,Bronze,Metropolitan Museum of Art,22.1.992,train,2000.0,1125.0,2250000.0,1.7778
256680.jpg,Bronze,Metropolitan Museum of Art,X.21.122,train,2048.0,2048.0,4194304.0,1.0
255365.jpg,Bronze,Metropolitan Museum of Art,1972.118.52,train,4000.0,3000.0,12000000.0,1.3333
230944.jpg,Bronze,Metropolitan Museum of Art,2003.406.5,train,3906.0,3906.0,15256836.0,1.0
248081.jpg,Bronze,Metropolitan Museum of Art,08.258.9,train,1984.0,1552.0,3079168.0,1.2784
208737.jpg,Bronze,Metropolitan Museum of Art,X.14.7,train,3451.0,3451.0,11909401.0,1.0
203985.jpg,Bronze,Metropolitan Museum of Art,64.101.1565,train,3000.0,4000.0,12000000.0,0.75
559488.jpg,Bronze,Metropolitan Museum of Art,22.1.960,train,2000.0,1125.0,2250000.0,1.7778
256653.jpg,Bronze,Metropolitan Museum of Art,X.21.86,train,3000.0,4000.0,12000000.0,0.75
8701.jpg,Bronze,Metropolitan Museum of Art,83.2.450,train,2155.0,2195.0,4730225.0,0.9818
257694.jpg,Bronze,Metropolitan Museum of Art,21.88.97,train,1965.0,1474.0,2896410.0,1.3331
37760.jpg,Bronze,Metropolitan Museum of Art,2000.284.59,train,500.0,622.0,311000.0,0.8039
325035.jpg,Bronze,Metropolitan Museum of Art,60.20.47,train,800.0,668.0,534400.0,1.1976
558558.jpg,Bronze,Metropolitan Museum of Art,66.99.173,train,436.0,1092.0,476112.0,0.3993
445350.jpg,Bronze,Metropolitan Museum of Art,08.202.16,train,1740.0,577.0,1003980.0,3.0156
191067.jpg,Bronze,Metropolitan Museum of Art,08.230.9,train,1243.0,1212.0,1506516.0,1.0256
44776.jpg,Bronze,Metropolitan Museum of Art,"1974.268.2a, b",train,2882.0,3842.0,11072644.0,0.7501
59505.jpg,Bronze,Metropolitan Museum of Art,2002.201.83,train,980.0,767.0,751660.0,1.2777
256676.jpg,Bronze,Metropolitan Museum of Art,X.21.117,train,2048.0,2048.0,4194304.0,1.0
324736.jpg,Bronze,Metropolitan Museum of Art,58.30.7,train,3895.0,3331.0,12974245.0,1.1693
465612.jpg,Bronze,Metropolitan Museum of Art,17.193.284,train,686.0,900.0,617400.0,0.7622
246306.jpg,Bronze,Metropolitan Museum of Art,96.9.295,train,1952.0,1968.0,3841536.0,0.9919
251117.jpg,Bronze,Metropolitan Museum of Art,21.88.124,train,697.0,1199.0,835703.0,0.5813
251417.jpg,Bronze,Metropolitan Museum of Art,23.160.84,train,1912.0,1944.0,3716928.0,0.9835
325125.jpg,Bronze,Metropolitan Museum of Art,61.73.2,train,800.0,491.0,392800.0,1.6293
246782.jpg,Bronze,Metropolitan Museum of Art,98.11.20,train,1824.0,1936.0,3531264.0,0.9421
244360.jpg,Bronze,Metropolitan Museum of Art,74.51.5481,train,1856.0,1744.0,3236864.0,1.0642
61327.jpg,Bronze,Metropolitan Museum of Art,1985.214.9,train,4000.0,3001.0,12004000.0,1.3329
203924.jpg,Bronze,Metropolitan Museum of Art,64.101.1429,train,4000.0,4000.0,16000000.0,1.0
59469.jpg,Bronze,Metropolitan Museum of Art,2002.201.37,train,763.0,700.0,534100.0,1.09
200569.jpg,Bronze,Metropolitan Museum of Art,49.7.75,train,3104.0,4000.0,12416000.0,0.776
246440.jpg,Bronze,Metropolitan Museum of Art,96.9.440,train,2882.0,3842.0,11072644.0,0.7501
195190.jpg,Bronze,Metropolitan Museum of Art,24.212.16,train,2949.0,4000.0,11796000.0,0.7372
256652.jpg,Bronze,Metropolitan Museum of Art,X.21.84,train,2298.0,1950.0,4481100.0,1.1785
549132.jpg,Bronze,Metropolitan Museum of Art,35.3.29,train,4000.0,2667.0,10668000.0,1.4998
246321.jpg,Bronze,Metropolitan Museum of Art,96.9.310,train,1912.0,1888.0,3609856.0,1.0127
248150.jpg,Bronze,Metropolitan Museum of Art,09.221.13,train,1960.0,1560.0,3057600.0,1.2564
190625.jpg,Bronze,Metropolitan Museum of Art,08.53.8,train,4000.0,4000.0,16000000.0,1.0
251536.jpg,Bronze,Metropolitan Museum of Art,24.97.108,train,1968.0,1960.0,3857280.0,1.0041
324838.jpg,Bronze,Metropolitan Museum of Art,59.41.8,train,4000.0,3000.0,12000000.0,1.3333
61055.jpg,Bronze,Metropolitan Museum of Art,13.220.138,train,1500.0,2000.0,3000000.0,0.75
551965.jpg,Bronze,Metropolitan Museum of Art,22.1.974,train,2000.0,1500.0,3000000.0,1.3333
110751.jpg,Bronze,Metropolitan Museum of Art,"C.I.43.2.12a, b",train,713.0,728.0,519064.0,0.9794
255927.jpg,Bronze,Metropolitan Museum of Art,1989.281.50,train,3811.0,3049.0,11619739.0,1.2499
195410.jpg,Bronze,Metropolitan Museum of Art,25.142.61,train,2889.0,3722.0,10752858.0,0.7762
466064.jpg,Bronze,Metropolitan Museum of Art,1980.542,train,2667.0,4000.0,10668000.0,0.6667
190689.jpg,Bronze,Metropolitan Museum of Art,08.75.5,train,3907.0,3907.0,15264649.0,1.0
194444.jpg,Bronze,Metropolitan Museum of Art,17.190.2094,train,4000.0,2930.0,11720000.0,1.3652
248656.jpg,Bronze,Metropolitan Museum of Art,12.163.2,train,1960.0,1960.0,3841600.0,1.0
246309.jpg,Bronze,Metropolitan Museum of Art,96.9.298,train,2088.0,2808.0,5863104.0,0.7436
255678.jpg,Bronze,Metropolitan Museum of Art,1980.11.7b,train,1960.0,1880.0,3684800.0,1.0426
39169.jpg,Bronze,Metropolitan Museum of Art,1991.457.2,train,475.0,768.0,364800.0,0.6185
246434.jpg,Bronze,Metropolitan Museum of Art,96.9.434,train,1720.0,1792.0,3082240.0,0.9598
37670.jpg,Bronze,Metropolitan Museum of Art,2015.500.4.4,train,4000.0,3416.0,13664000.0,1.171
251215.jpg,Bronze,Metropolitan Museum of Art,22.139.37,train,3000.0,4000.0,12000000.0,0.75
251194.jpg,Bronze,Metropolitan Museum of Art,22.139.16,train,4000.0,3000.0,12000000.0,1.3333
326208.jpg,Bronze,Metropolitan Museum of Art,1976.233.35,train,703.0,800.0,562400.0,0.8788
34041.jpg,Bronze,Metropolitan Museum of Art,29.158.793,train,4000.0,3200.0,12800000.0,1.25
244536.jpg,Bronze,Metropolitan Museum of Art,74.51.5657,train,1904.0,1696.0,3229184.0,1.1226
13148.jpg,Bronze,Metropolitan Museum of Art,98.9.2,train,1625.0,2765.0,4493125.0,0.5877
325121.jpg,Bronze,Metropolitan Museum of Art,61.66.3,train,640.0,800.0,512000.0,0.8
61258.jpg,Bronze,Metropolitan Museum of Art,49.137.10,train,4000.0,3001.0,12004000.0,1.3329
246286.jpg,Bronze,Metropolitan Museum of Art,96.9.265,train,1920.0,1960.0,3763200.0,0.9796
325369.jpg,Bronze,Metropolitan Museum of Art,62.40.20,train,332.0,800.0,265600.0,0.415
255378.jpg,Bronze,Metropolitan Museum of Art,1972.118.65,train,4000.0,3557.0,14228000.0,1.1245
244571.jpg,Bronze,Metropolitan Museum of Art,74.51.5693,train,1968.0,1736.0,3416448.0,1.1336
207812.jpg,Bronze,Metropolitan Museum of Art,1989.407,train,3919.0,2985.0,11698215.0,1.3129
33956.jpg,Bronze,Metropolitan Museum of Art,29.158.866,train,4000.0,3200.0,12800000.0,1.25
248047.jpg,Bronze,Metropolitan Museum of Art,08.170.259,train,2266.0,2055.0,4656630.0,1.1027
53306.jpg,Bronze,Metropolitan Museum of Art,2001.433.246,train,2000.0,1500.0,3000000.0,1.3333
246300.jpg,Bronze,Metropolitan Museum of Art,96.9.286,train,1936.0,1968.0,3810048.0,0.9837
776263.jpg,Bronze,Metropolitan Museum of Art,"2011.604.21.3a, b",train,1041.0,975.0,1014975.0,1.0677
37416.jpg,Bronze,Metropolitan Museum of Art,1984.486.2,train,2000.0,1600.0,3200000.0,1.25
325551.jpg,Bronze,Metropolitan Museum of Art,62.225.4,train,435.0,800.0,348000.0,0.5437
53562.jpg,Bronze,Metropolitan Museum of Art,1978.264.4,train,3001.0,4000.0,12004000.0,0.7502
247621.jpg,Bronze,Metropolitan Museum of Art,07.232.4,train,1960.0,1240.0,2430400.0,1.5806
246685.jpg,Bronze,Metropolitan Museum of Art,97.22.7,train,4000.0,3000.0,12000000.0,1.3333
56440.jpg,Bronze,Metropolitan Museum of Art,2001.433.113,train,1123.0,1128.0,1266744.0,0.9956
61219.jpg,Bronze,Metropolitan Museum of Art,"43.24.1a, b",train,3001.0,4000.0,12004000.0,0.7502
571372.jpg,Bronze,Metropolitan Museum of Art,X.609.3,train,1728.0,1437.0,2483136.0,1.2025
244391.jpg,Bronze,Metropolitan Museum of Art,74.51.5512,train,1896.0,1136.0,2153856.0,1.669
326591.jpg,Bronze,Metropolitan Museum of Art,1978.514.17,train,644.0,800.0,515200.0,0.805
244412.jpg,Bronze,Metropolitan Museum of Art,74.51.5533,train,1880.0,1896.0,3564480.0,0.9916
327415.jpg,Bronze,Metropolitan Museum of Art,1989.281.26,train,2978.0,3722.0,11084116.0,0.8001
244317.jpg,Bronze,Metropolitan Museum of Art,74.51.5438,train,1920.0,920.0,1766400.0,2.087
61334.jpg,Bronze,Metropolitan Museum of Art,1985.214.34,train,4000.0,3001.0,12004000.0,1.3329
457057.jpg,Bronze,Metropolitan Museum of Art,2010.224,train,1283.0,1357.0,1741031.0,0.9455
244403.jpg,Bronze,Metropolitan Museum of Art,74.51.5524,train,1928.0,1864.0,3593792.0,1.0343
60166.jpg,Bronze,Metropolitan Museum of Art,1975.268.158a,train,4000.0,2667.0,10668000.0,1.4998
665755.jpg,Bronze,Metropolitan Museum of Art,2014.682,train,3797.0,4000.0,15188000.0,0.9493
246905.jpg,Bronze,Metropolitan Museum of Art,00.13.4,train,1808.0,1960.0,3543680.0,0.9224
255411.jpg,Bronze,Metropolitan Museum of Art,1972.118.98,train,2716.0,4000.0,10864000.0,0.679
246407.jpg,Bronze,Metropolitan Museum of Art,96.9.400,train,3081.0,4000.0,12324000.0,0.7702
61193.jpg,Bronze,Metropolitan Museum of Art,29.37,train,4000.0,3001.0,12004000.0,1.3329
576258.jpg,Bronze,Metropolitan Museum of Art,12.181.260,train,3383.0,694.0,2347802.0,4.8746
544525.jpg,Bronze,Metropolitan Museum of Art,26.7.836,train,1333.0,2000.0,2666000.0,0.6665
5116.jpg,Bronze,Metropolitan Museum of Art,83.2.1,train,1881.0,1826.0,3434706.0,1.0301
250910.jpg,Bronze,Metropolitan Museum of Art,20.37.1a–c,train,1976.0,1976.0,3904576.0,1.0
322876.jpg,Bronze,Metropolitan Museum of Art,32.161.30,train,600.0,870.0,522000.0,0.6897
61237.jpg,Bronze,Metropolitan Museum of Art,"49.135.5a, b",train,3001.0,4000.0,12004000.0,0.7502
230945.jpg,Bronze,Metropolitan Museum of Art,2003.406.6,train,4000.0,4000.0,16000000.0,1.0
61247.jpg,Bronze,Metropolitan Museum of Art,49.137.2,train,3001.0,4000.0,12004000.0,0.7502
14731.jpg,Bronze,Metropolitan Museum of Art,07.251.116,train,1481.0,1354.0,2005274.0,1.0938
42170.jpg,Bronze,Metropolitan Museum of Art,24.72.7,train,2912.0,3880.0,11298560.0,0.7505
203957.jpg,Bronze,Metropolitan Museum of Art,64.101.1485,train,3000.0,4000.0,12000000.0,0.75
61415.jpg,Bronze,Metropolitan Museum of Art,36.12.17,train,4000.0,2667.0,10668000.0,1.4998
207607.jpg,Bronze,Metropolitan Museum of Art,1986.319.14,train,3811.0,2827.0,10773697.0,1.3481
232193.jpg,Bronze,Metropolitan Museum of Art,2007.161.2,train,1471.0,1428.0,2100588.0,1.0301
207004.jpg,Bronze,Metropolitan Museum of Art,1982.60.99,train,2886.0,4000.0,11544000.0,0.7215
53029.jpg,Bronze,Metropolitan Museum of Art,2001.433.482,train,2000.0,1541.0,3082000.0,1.2979
247629.jpg,Bronze,Metropolitan Museum of Art,07.232.12,train,1904.0,1368.0,2604672.0,1.3918
246333.jpg,Bronze,Metropolitan Museum of Art,96.9.322,train,4000.0,3000.0,12000000.0,1.3333
242662-151566.jpg,Bronze,Los Angeles County Museum of Art,242662-151566,train,2547.0,2584.0,6581448.0,0.9857
184931-109401.jpg,Bronze,Los Angeles County Museum of Art,184931-109401,train,2181.0,2416.0,5269296.0,0.9027
189181-132293.jpg,Bronze,Los Angeles County Museum of Art,189181-132293,train,2631.0,2843.0,7479933.0,0.9254
241313-84559.jpg,Bronze,Los Angeles County Museum of Art,241313-84559,train,2786.0,3251.0,9057286.0,0.857
179048-76432.jpg,Bronze,Los Angeles County Museum of Art,179048-76432,train,883.0,636.0,561588.0,1.3884
226724-108725.jpg,Bronze,Los Angeles County Museum of Art,226724-108725,train,1224.0,1116.0,1365984.0,1.0968
244509-50068.jpg,Bronze,Los Angeles County Museum of Art,244509-50068,train,2450.0,2367.0,5799150.0,1.0351
187183-12651.jpg,Bronze,Los Angeles County Museum of Art,187183-12651,train,4179.0,5641.0,23573739.0,0.7408
174142-71238.jpg,Bronze,Los Angeles County Museum of Art,174142-71238,train,2799.0,1283.0,3591117.0,2.1816
174181-109232.jpg,Bronze,Los Angeles County Museum of Art,174181-109232,train,2074.0,1886.0,3911564.0,1.0997
252366-353170.jpg,Bronze,Los Angeles County Museum of Art,252366-353170,train,5942.0,8805.0,52319310.0,0.6748
225935-108101.jpg,Bronze,Los Angeles County Museum of Art,225935-108101,train,1651.0,1775.0,2930525.0,0.9301
229280-77933.jpg,Bronze,Los Angeles County Museum of Art,229280-77933,train,2861.0,2930.0,8382730.0,0.9765
226495-108631.jpg,Bronze,Los Angeles County Museum of Art,226495-108631,train,6088.0,4550.0,27700400.0,1.338
243992-53523.jpg,Bronze,Los Angeles County Museum of Art,243992-53523,train,2148.0,3551.0,7627548.0,0.6049
225929-108094.jpg,Bronze,Los Angeles County Museum of Art,225929-108094,train,5196.0,4096.0,21282816.0,1.2686
228647-77713.jpg,Bronze,Los Angeles County Museum of Art,228647-77713,train,1871.0,3363.0,6292173.0,0.5563
172529-71253.jpg,Bronze,Los Angeles County Museum of Art,172529-71253,train,3272.0,2168.0,7093696.0,1.5092
225863-107962.jpg,Bronze,Los Angeles County Museum of Art,225863-107962,train,2041.0,2452.0,5004532.0,0.8324
189185-132282.jpg,Bronze,Los Angeles County Museum of Art,189185-132282,train,2702.0,3203.0,8654506.0,0.8436
229279-77930.jpg,Bronze,Los Angeles County Museum of Art,229279-77930,train,1884.0,2713.0,5111292.0,0.6944
172550-71223.jpg,Bronze,Los Angeles County Museum of Art,172550-71223,train,2799.0,981.0,2745819.0,2.8532
172657-109272.jpg,Bronze,Los Angeles County Museum of Art,172657-109272,train,5440.0,4096.0,22282240.0,1.3281
225861-107949.jpg,Bronze,Los Angeles County Museum of Art,225861-107949,train,1126.0,1214.0,1366964.0,0.9275
225855-107974.jpg,Bronze,Los Angeles County Museum of Art,225855-107974,train,939.0,1588.0,1491132.0,0.5913
226272-108388.jpg,Bronze,Los Angeles County Museum of Art,226272-108388,train,2079.0,2087.0,4338873.0,0.9962
226015-108154.jpg,Bronze,Los Angeles County Museum of Art,226015-108154,train,1215.0,2399.0,2914785.0,0.5065
244484-50030.jpg,Bronze,Los Angeles County Museum of Art,244484-50030,train,1079.0,3481.0,3755999.0,0.31
225970-108112.jpg,Bronze,Los Angeles County Museum of Art,225970-108112,train,1779.0,1799.0,3200421.0,0.9889
230341-146200.jpg,Bronze,Los Angeles County Museum of Art,230341-146200,train,2212.0,2972.0,6574064.0,0.7443
244589-50004.jpg,Bronze,Los Angeles County Museum of Art,244589-50004,train,2931.0,2462.0,7216122.0,1.1905
222713-107982.jpg,Bronze,Los Angeles County Museum of Art,222713-107982,train,579.0,1576.0,912504.0,0.3674
225987-108138.jpg,Bronze,Los Angeles County Museum of Art,225987-108138,train,894.0,3504.0,3132576.0,0.2551
244716-50215.jpg,Bronze,Los Angeles County Museum of Art,244716-50215,train,2799.0,923.0,2583477.0,3.0325
226069-107983.jpg,Bronze,Los Angeles County Museum of Art,226069-107983,train,974.0,1498.0,1459052.0,0.6502
174173-109253.jpg,Bronze,Los Angeles County Museum of Art,174173-109253,train,2800.0,1152.0,3225600.0,2.4306
237814-78960.jpg,Bronze,Los Angeles County Museum of Art,237814-78960,train,1564.0,2800.0,4379200.0,0.5586
226020-108194.jpg,Bronze,Los Angeles County Museum of Art,226020-108194,train,1705.0,1701.0,2900205.0,1.0024
234035-150837.jpg,Bronze,Los Angeles County Museum of Art,234035-150837,train,1005.0,2399.0,2410995.0,0.4189
226042-108205.jpg,Bronze,Los Angeles County Museum of Art,226042-108205,train,1939.0,1759.0,3410701.0,1.1023
172451-71225.jpg,Bronze,Los Angeles County Museum of Art,172451-71225,train,2799.0,770.0,2155230.0,3.6351
189145-132294.jpg,Bronze,Los Angeles County Museum of Art,189145-132294,train,2280.0,3096.0,7058880.0,0.7364
225977-108102.jpg,Bronze,Los Angeles County Museum of Art,225977-108102,train,1918.0,1799.0,3450482.0,1.0661
211851-50515.jpg,Bronze,Los Angeles County Museum of Art,211851-50515,train,1645.0,1492.0,2454340.0,1.1025
173604-109190.jpg,Bronze,Los Angeles County Museum of Art,173604-109190,train,3027.0,2557.0,7740039.0,1.1838
172473-71231.jpg,Bronze,Los Angeles County Museum of Art,172473-71231,train,2799.0,1040.0,2910960.0,2.6913
189231-132295.jpg,Bronze,Los Angeles County Museum of Art,189231-132295,train,2259.0,3447.0,7786773.0,0.6554
246776-52676.jpg,Bronze,Los Angeles County Museum of Art,246776-52676,train,2958.0,5100.0,15085800.0,0.58
244501-50007.jpg,Bronze,Los Angeles County Museum of Art,244501-50007,train,3150.0,1979.0,6233850.0,1.5917
171953-27420.jpg,Bronze,Los Angeles County Museum of Art,171953-27420,train,528.0,1562.0,824736.0,0.338
226159-108271.jpg,Bronze,Los Angeles County Museum of Art,226159-108271,train,1256.0,548.0,688288.0,2.292
172644-71297.jpg,Bronze,Los Angeles County Museum of Art,172644-71297,train,618.0,1011.0,624798.0,0.6113
172530-71268.jpg,Bronze,Los Angeles County Museum of Art,172530-71268,train,2116.0,3356.0,7101296.0,0.6305
172643-71294.jpg,Bronze,Los Angeles County Museum of Art,172643-71294,train,2570.0,3384.0,8696880.0,0.7595
239277-90318.jpg,Bronze,Los Angeles County Museum of Art,239277-90318,train,4550.0,6088.0,27700400.0,0.7474
172438-71224.jpg,Bronze,Los Angeles County Museum of Art,172438-71224,train,2799.0,944.0,2642256.0,2.965
172552-71228.jpg,Bronze,Los Angeles County Museum of Art,172552-71228,train,2799.0,1121.0,3137679.0,2.4969
233944-150845.jpg,Bronze,Los Angeles County Museum of Art,233944-150845,train,2062.0,2320.0,4783840.0,0.8888
199929-132324.jpg,Bronze,Los Angeles County Museum of Art,199929-132324,train,3648.0,2253.0,8218944.0,1.6192
228581-77668.jpg,Bronze,Los Angeles County Museum of Art,228581-77668,train,2859.0,1996.0,5706564.0,1.4324
240682-84053.jpg,Bronze,Los Angeles County Museum of Art,240682-84053,train,4386.0,7026.0,30816036.0,0.6243
224721-249255.jpg,Bronze,Los Angeles County Museum of Art,224721-249255,train,7320.0,6284.0,45998880.0,1.1649
233979-150834.jpg,Bronze,Los Angeles County Museum of Art,233979-150834,train,1536.0,2400.0,3686400.0,0.64
226239-108313.jpg,Bronze,Los Angeles County Museum of Art,226239-108313,train,1580.0,668.0,1055440.0,2.3653
225982-108142.jpg,Bronze,Los Angeles County Museum of Art,225982-108142,train,998.0,2399.0,2394202.0,0.416
188908-131851.jpg,Bronze,Los Angeles County Museum of Art,188908-131851,train,3802.0,2208.0,8394816.0,1.7219
226118-108241.jpg,Bronze,Los Angeles County Museum of Art,226118-108241,train,4450.0,5246.0,23344700.0,0.8483
185080-109421.jpg,Bronze,Los Angeles County Museum of Art,185080-109421,train,2073.0,1576.0,3267048.0,1.3154
242614-151378.jpg,Bronze,Los Angeles County Museum of Art,242614-151378,train,4255.0,3726.0,15854130.0,1.142
226529-108618.jpg,Bronze,Los Angeles County Museum of Art,226529-108618,train,2611.0,2799.0,7308189.0,0.9328
243955-53525.jpg,Bronze,Los Angeles County Museum of Art,243955-53525,train,2888.0,3637.0,10503656.0,0.7941
238063-378245.jpg,Bronze,Los Angeles County Museum of Art,238063-378245,train,6265.0,6024.0,37740360.0,1.04
244482-50005.jpg,Bronze,Los Angeles County Museum of Art,244482-50005,train,2697.0,2526.0,6812622.0,1.0677
226594-108630.jpg,Bronze,Los Angeles County Museum of Art,226594-108630,train,1954.0,1858.0,3630532.0,1.0517
244551-50023.jpg,Bronze,Los Angeles County Museum of Art,244551-50023,train,2805.0,2600.0,7293000.0,1.0788
243912-53522.jpg,Bronze,Los Angeles County Museum of Art,243912-53522,train,1715.0,2700.0,4630500.0,0.6352
230340-146193.jpg,Bronze,Los Angeles County Museum of Art,230340-146193,train,3792.0,5912.0,22418304.0,0.6414
244566-49999.jpg,Bronze,Los Angeles County Museum of Art,244566-49999,train,3434.0,1995.0,6850830.0,1.7213
205860-103051.jpg,Bronze,Los Angeles County Museum of Art,205860-103051,train,2766.0,2557.0,7072662.0,1.0817
225875-107940.jpg,Bronze,Los Angeles County Museum of Art,225875-107940,train,921.0,1538.0,1416498.0,0.5988
243484-54237.jpg,Bronze,Los Angeles County Museum of Art,243484-54237,train,3543.0,3834.0,13583862.0,0.9241
172920-28288.jpg,Bronze,Los Angeles County Museum of Art,172920-28288,train,2772.0,1544.0,4279968.0,1.7953
172481-71276.jpg,Bronze,Los Angeles County Museum of Art,172481-71276,train,2132.0,2868.0,6114576.0,0.7434
173004-28290.jpg,Bronze,Los Angeles County Museum of Art,173004-28290,train,2800.0,1572.0,4401600.0,1.7812
225947-108091.jpg,Bronze,Los Angeles County Museum of Art,225947-108091,train,3473.0,6010.0,20872730.0,0.5779
226064-108137.jpg,Bronze,Los Angeles County Museum of Art,226064-108137,train,2235.0,3015.0,6738525.0,0.7413
244580-50184.jpg,Bronze,Los Angeles County Museum of Art,244580-50184,train,2767.0,1059.0,2930253.0,2.6128
243790-53360.jpg,Bronze,Los Angeles County Museum of Art,243790-53360,train,1972.0,3576.0,7051872.0,0.5515
244530-50091.jpg,Bronze,Los Angeles County Museum of Art,244530-50091,train,5103.0,3286.0,16768458.0,1.553
229303-377543.jpg,Bronze,Los Angeles County Museum of Art,229303-377543,train,4779.0,6998.0,33443442.0,0.6829
205271-103146.jpg,Bronze,Los Angeles County Museum of Art,205271-103146,train,3384.0,1525.0,5160600.0,2.219
173544-109213.jpg,Bronze,Los Angeles County Museum of Art,173544-109213,train,1367.0,2799.0,3826233.0,0.4884
173584-109185.jpg,Bronze,Los Angeles County Museum of Art,173584-109185,train,4772.0,4550.0,21712600.0,1.0488
226104-108224.jpg,Bronze,Los Angeles County Museum of Art,226104-108224,train,1885.0,1771.0,3338335.0,1.0644
226085-108195.jpg,Bronze,Los Angeles County Museum of Art,226085-108195,train,2895.0,2019.0,5845005.0,1.4339
226073-108008.jpg,Bronze,Los Angeles County Museum of Art,226073-108008,train,4736.0,4411.0,20890496.0,1.0737
185592-109696.jpg,Bronze,Los Angeles County Museum of Art,185592-109696,train,4608.0,4096.0,18874368.0,1.125
226647-108714.jpg,Bronze,Los Angeles County Museum of Art,226647-108714,train,2589.0,1785.0,4621365.0,1.4504
226260-108414.jpg,Bronze,Los Angeles County Museum of Art,226260-108414,train,5213.0,3331.0,17364503.0,1.565
199674-87069.jpg,Bronze,Los Angeles County Museum of Art,199674-87069,train,2615.0,2334.0,6103410.0,1.1204
246783-52675.jpg,Bronze,Los Angeles County Museum of Art,246783-52675,train,3466.0,5622.0,19485852.0,0.6165
239277-90319.jpg,Bronze,Los Angeles County Museum of Art,239277-90319,train,4550.0,6088.0,27700400.0,0.7474
228450-353022.jpg,Bronze,Los Angeles County Museum of Art,228450-353022,train,5790.0,8660.0,50141400.0,0.6686
229988-11375.jpg,Bronze,Los Angeles County Museum of Art,229988-11375,train,2112.0,3917.0,8272704.0,0.5392
173166-28366.jpg,Bronze,Los Angeles County Museum of Art,173166-28366,train,3734.0,3742.0,13972628.0,0.9979
2110508-68253.jpg,Bronze,Los Angeles County Museum of Art,2110508-68253,train,4940.0,7127.0,35207380.0,0.6931
244469-50012.jpg,Bronze,Los Angeles County Museum of Art,244469-50012,train,2374.0,3097.0,7352278.0,0.7665
226051-108197.jpg,Bronze,Los Angeles County Museum of Art,226051-108197,train,1237.0,903.0,1117011.0,1.3699
174147-109200.jpg,Bronze,Los Angeles County Museum of Art,174147-109200,train,1706.0,1799.0,3069094.0,0.9483
174188-109252.jpg,Bronze,Los Angeles County Museum of Art,174188-109252,train,2429.0,1273.0,3092117.0,1.9081
185195-109549.jpg,Bronze,Los Angeles County Museum of Art,185195-109549,train,1906.0,2955.0,5632230.0,0.645
174138-109231.jpg,Bronze,Los Angeles County Museum of Art,174138-109231,train,1315.0,2400.0,3156000.0,0.5479
226205-108316.jpg,Bronze,Los Angeles County Museum of Art,226205-108316,train,6016.0,3820.0,22981120.0,1.5749
233880-150793.jpg,Bronze,Los Angeles County Museum of Art,233880-150793,train,2852.0,3644.0,10392688.0,0.7827
248777-69255.jpg,Bronze,Los Angeles County Museum of Art,248777-69255,train,6088.0,4550.0,27700400.0,1.338
173235-113991.jpg,Bronze,Los Angeles County Museum of Art,173235-113991,train,589.0,1185.0,697965.0,0.497
245584-51129.jpg,Bronze,Los Angeles County Museum of Art,245584-51129,train,1637.0,3403.0,5570711.0,0.481
186262-321082.jpg,Bronze,Los Angeles County Museum of Art,186262-321082,train,4236.0,5479.0,23209044.0,0.7731
